"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-06-25 00:00:00","2024-06-25 14:05:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Evading a Police Officer Recklessly","240395902"
"2024-06-25 00:00:00","2024-06-25 14:10:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, <$50","240395924"
"2024-06-25 00:00:00","2024-06-25 14:13:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Ingleside","Driving, Reckless","240395996"
"2024-06-25 00:00:00","2024-06-25 14:13:00","South of Market","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Ingleside","Vehicle, Stolen & Recovered","240395996"
"2024-06-25 00:00:00","2024-06-25 14:13:00","South of Market","Stolen Property","Stolen Property","Cite or Arrest Adult","Ingleside","Stolen Property, Possession with Knowledge, Receiving","240395996"
"2024-06-25 00:00:00","2024-06-25 14:13:00","South of Market","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Ingleside","Vehicle, Stolen & Recovered","240395996"
"2024-06-25 00:00:00","2024-06-25 14:15:00","Seacliff","Other Miscellaneous","Other Miscellaneous","Open or Active","Richmond","Trespassing","240396546"
"2024-06-25 00:00:00","2024-06-25 14:15:00","Seacliff","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Property","240396546"
"2024-06-25 00:00:00","2024-06-25 14:20:00","Western Addition","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Northern","Miscellaneous Investigation","240368200"
"2024-06-25 00:00:00","2024-06-25 14:20:00","South of Market","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Tenderloin","Dog, Bite or Attack","240396029"
"2024-06-25 00:00:00","2024-06-25 14:25:00","Mission","Robbery","Robbery","Open or Active","Northern","Robbery, Street or Public Place, W/ Force","240396057"
"2024-06-25 00:00:00","2024-06-25 14:27:00","South of Market","Missing Person","Missing Person","Open or Active","Tenderloin","Found Person","240347458"
"2024-06-25 00:00:00","2024-06-25 14:30:00","Excelsior","Assault","Assault","Open or Active","Ingleside","Battery","240400335"
"2024-06-25 00:00:00","2024-06-25 14:30:00","Hayes Valley","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","240396386"
"2024-06-25 00:00:00","2024-06-25 14:40:00","Russian Hill","Lost Property","Lost Property","Open or Active","Central","Lost Property","240396693"
"2024-06-25 00:00:00","2024-06-25 14:40:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, From Unlocked Vehicle, $200-$950","240396063"
"2024-06-25 00:00:00","2024-06-25 14:41:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Methamphetamine, Sale","240396079"
"2024-06-25 00:00:00","2024-06-25 14:41:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Controlled Substance, Under the Influence of","240396079"
"2024-06-25 00:00:00","2024-06-25 14:41:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Methamphetamine, Possession For Sale","240396079"
"2024-06-25 00:00:00","2024-06-25 14:53:00","South of Market","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Northern","Hate Crime (secondary only)","240396182"
"2024-06-25 00:00:00","2024-06-25 14:53:00","South of Market","Non-Criminal","Non-Criminal","Open or Active","Northern","Mental Health Detention","240396182"
"2024-06-25 00:00:00","2024-06-25 15:00:00","Noe Valley","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Mission","Miscellaneous Investigation","240398235"
"2024-06-25 00:00:00","2024-06-25 15:00:00","Pacific Heights","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Shoplifting, >$950","240396176"
"2024-06-25 00:00:00","2024-06-25 15:00:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240396160"
"2024-06-25 00:00:00","2024-06-25 15:00:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","License Plate, Stolen","240398439"
"2024-06-25 00:00:00","2024-06-25 15:00:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240396160"
"2024-06-25 00:00:00","2024-06-25 15:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, >$950","240396160"
"2024-06-25 00:00:00","2024-06-25 15:00:00","Hayes Valley","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","240397801"
"2024-06-25 00:00:00","2024-06-25 15:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240396734"
"2024-06-25 00:00:00","2024-06-25 15:00:00","Noe Valley","Fraud","Fraud","Open or Active","Mission","Computer System, Accessing, Copying, or Damaging","240398235"
"2024-06-25 00:00:00","2024-06-25 15:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, >$950","240396160"
"2024-06-25 00:00:00","2024-06-25 15:01:00","Excelsior","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Ingleside","Domestic Violence (secondary only)","240396104"
"2024-06-25 00:00:00","2024-06-25 15:01:00","Excelsior","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Vandalism to Property","240396104"
"2024-06-25 00:00:00","2024-06-25 15:05:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, $50-$200","240396609"
"2024-06-25 00:00:00","2024-06-25 15:07:00","Tenderloin","Other Offenses","Other Offenses","Open or Active","Tenderloin","License Plate, Found","240396273"
"2024-06-25 00:00:00","2024-06-25 15:18:00","Marina","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Northern","Miscellaneous Investigation","240396433"
"2024-06-25 00:00:00","2024-06-25 15:25:00","Tenderloin","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Tenderloin","Drugs, Under Influence  in a Public Place","240396126"
"2024-06-25 00:00:00","2024-06-25 15:31:00","South of Market","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Southern","Dog, Bite or Attack","240392867"
"2024-06-25 00:00:00","2024-06-25 15:34:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Open or Active","Bayview","Investigative Detention","240396198"
"2024-06-25 00:00:00","2024-06-25 15:38:00","Mission Bay","Non-Criminal","Non-Criminal","Open or Active","Southern","Aided Case","240396251"
"2024-06-25 00:00:00","2024-06-25 15:55:00","Russian Hill","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Tire Slashing","240396267"
"2024-06-25 00:00:00","2024-06-25 15:58:00","Nob Hill","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","240396289"
"2024-06-25 00:00:00","2024-06-25 16:00:00","Hayes Valley","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Northern","Malicious Mischief, Adult Suspect","240353944"
"2024-06-25 00:00:00","2024-06-25 16:00:00","Mission Bay","Disorderly Conduct","Disorderly Conduct","Open or Active","Southern","Terrorist Threats","240397760"
"2024-06-25 00:00:00","2024-06-25 16:00:00","Treasure Island","Non-Criminal","Non-Criminal","Open or Active","Southern","Mental Health Detention","240396308"
"2024-06-25 00:00:00","2024-06-25 16:00:00","Hayes Valley","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Burglary Tools, Possession Of","240353944"
"2024-06-25 00:00:00","2024-06-25 16:00:00","Hayes Valley","Burglary","Burglary","Cite or Arrest Adult","Northern","Burglary, Warehouse Under Constr, Forcible Entry","240353944"
"2024-06-25 00:00:00","2024-06-25 16:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240396762"
"2024-06-25 00:00:00","2024-06-25 16:00:00","Potrero Hill","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240396712"
"2024-06-25 00:00:00","2024-06-25 16:00:00","Mission Bay","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Southern","Miscellaneous Investigation","240397760"
"2024-06-25 00:00:00","2024-06-25 16:06:00","Chinatown","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240396552"
"2024-06-25 00:00:00","2024-06-25 16:15:00","Hayes Valley","Burglary","Burglary","Open or Active","Northern","Burglary, Residence Under Constr, Forcible Entry","240400056"
"2024-06-25 00:00:00","2024-06-25 16:20:00","Noe Valley","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, >$950","240396574"
"2024-06-25 00:00:00","2024-06-25 16:20:00","Mission","Disorderly Conduct","Disorderly Conduct","Open or Active","Mission","Terrorist Threats","240396916"
"2024-06-25 00:00:00","2024-06-25 16:29:00","South of Market","Robbery","Robbery","Open or Active","Tenderloin","Robbery, Street or Public Place, W/ Force","240396358"
"2024-06-25 00:00:00","2024-06-25 16:30:00","Noe Valley","Robbery","Robbery","Open or Active","Mission","Robbery, W/ Force","240396574"
"2024-06-25 00:00:00","2024-06-25 16:30:00","Noe Valley","Assault","Assault","Open or Active","Mission","Battery","240396574"
"2024-06-25 00:00:00","2024-06-25 16:30:00","Noe Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240396574"
"2024-06-25 00:00:00","2024-06-25 16:35:00","Bernal Heights","Warrant","Warrant","Cite or Arrest Adult","Ingleside","Warrant Arrest, Enroute To Probation","240396405"
"2024-06-25 00:00:00","2024-06-25 16:35:00","Bernal Heights","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Ingleside","Malicious Mischief, Vandalism to Vehicle","240396405"
"2024-06-25 00:00:00","2024-06-25 16:35:00","Bernal Heights","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Ingleside","Malicious Mischief, Tire Slashing","240396405"
"2024-06-25 00:00:00","2024-06-25 16:45:00","Financial District/South Beach","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Enroute To Outside Jurisdiction","240396411"
"2024-06-25 00:00:00","2024-06-25 16:45:00","Mission","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Local SF Warrant","240396477"
"2024-06-25 00:00:00","2024-06-25 16:45:00","Mission","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Southern","Firearm, Possession By Prohibited Person","240396477"
"2024-06-25 00:00:00","2024-06-25 16:45:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Trespassing","240396411"
"2024-06-25 00:00:00","2024-06-25 16:50:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Bicycle, >$950","240396499"
"2024-06-25 00:00:00","2024-06-25 16:53:00","North Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Resisting, Delaying, or Obstructing  Peace Officer Duties","240396518"
"2024-06-25 00:00:00","2024-06-25 16:53:00","North Beach","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Central","Alcohol, Under Influence Of In Public Place","240396518"
"2024-06-25 00:00:00","2024-06-25 16:55:00","Excelsior","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","240396687"
"2024-06-25 00:00:00","2024-06-25 17:00:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Forcible Entry","240397798"
"2024-06-25 00:00:00","2024-06-25 17:00:00","Excelsior","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Vandalism to Vehicle","240396706"
"2024-06-25 00:00:00","2024-06-25 17:17:00","West of Twin Peaks","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Ingleside","Terrorist Threats","240396621"
"2024-06-25 00:00:00","2024-06-25 17:20:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, $50-$200","240396615"
"2024-06-25 00:00:00","2024-06-25 17:22:00","Sunset/Parkside","Fraud","Fraud","Open or Active","Taraval","Theft, False Pretenses, Felony","240401521"
"2024-06-25 00:00:00","2024-06-25 17:25:00","Outer Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Conspiracy","240396790"
"2024-06-25 00:00:00","2024-06-25 17:25:00","Outer Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen & Recovered","240396790"
"2024-06-25 00:00:00","2024-06-25 17:34:00","Noe Valley","Non-Criminal","Non-Criminal","Open or Active","Mission","Aided Case, Injured or Sick Person","240396778"
"2024-06-25 00:00:00","2024-06-25 17:34:00","Noe Valley","Non-Criminal","Non-Criminal","Open or Active","Mission","Aided Case, Injured or Sick Person","240396778"
"2024-06-25 00:00:00","2024-06-25 17:34:00","Noe Valley","Suspicious Occ","Suspicious Occ","Open or Active","Mission","Suspicious Act Towards Female","240396778"
"2024-06-25 00:00:00","2024-06-25 17:36:00","Sunset/Parkside","Burglary","Burglary","Open or Active","Taraval","Burglary, Residence, Forcible Entry","240396665"
"2024-06-25 00:00:00","2024-06-25 17:43:00","Tenderloin","Suspicious Occ","Suspicious Occ","Open or Active","Tenderloin","Suspicious Occurrence","240396869"
"2024-06-25 00:00:00","2024-06-25 17:45:00","Western Addition","Disorderly Conduct","Disorderly Conduct","Open or Active","Northern","Terrorist Threats","240398241"
"2024-06-25 00:00:00","2024-06-25 17:45:00","Western Addition","Assault","Assault","Open or Active","Northern","Assault, Non-Aggravated","240398241"
"2024-06-25 00:00:00","2024-06-25 17:52:00","South of Market","Fraud","Fraud","Open or Active","Southern","False Personation to Receive Money or Property","240396831"
"2024-06-25 00:00:00","2024-06-25 17:55:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, $200-$950","240396803"
"2024-06-25 00:00:00","2024-06-25 18:00:00","Tenderloin","Lost Property","Lost Property","Open or Active","Central","Lost Property","240398467"
"2024-06-25 00:00:00","2024-06-25 18:00:00","Sunset/Parkside","Burglary","Burglary","Open or Active","Taraval","Burglary, Residence Under Constr, Forcible Entry","240397942"
"2024-06-25 00:00:00","2024-06-25 18:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, >$950","246080490"
"2024-06-25 00:00:00","2024-06-25 18:00:00","Lone Mountain/USF","Warrant","Warrant","Cite or Arrest Adult","Richmond","Warrant Arrest, Local SF Warrant","240396897"
"2024-06-25 00:00:00","2024-06-25 18:00:00","Lone Mountain/USF","Robbery","Robbery","Cite or Arrest Adult","Richmond","Robbery, W/ Force","240396897"
"2024-06-25 00:00:00","2024-06-25 18:25:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Central","Narcotics Paraphernalia, Possession of","240396972"
"2024-06-25 00:00:00","2024-06-25 18:25:00","Tenderloin","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, $200-$950","240396972"
"2024-06-25 00:00:00","2024-06-25 18:25:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Central","Warrant Arrest, Enroute To Outside Jurisdiction","240396972"
"2024-06-25 00:00:00","2024-06-25 18:27:00","Financial District/South Beach","Suspicious Occ","Suspicious Occ","Open or Active","Central","Suspicious Occurrence","240398194"
"2024-06-25 00:00:00","2024-06-25 18:52:00","Tenderloin","Drug Offense","Drug Offense","Open or Active","Tenderloin","Methamphetamine Offense","240396784"
"2024-06-25 00:00:00","2024-06-25 19:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Truck","240399960"
"2024-06-25 00:00:00","2024-06-25 19:00:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen & Recovered","240391126"
"2024-06-25 00:00:00","2024-06-25 19:15:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, <$50","240397328"
"2024-06-25 00:00:00","2024-06-25 19:29:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Taraval","Theft, Shoplifting, $50-$200","240396875"
